# the parameter of w in the hidden layer
-7.776745520421564362e-02	-3.870402482899578667e-01	7.969726784140698239e-01	-1.983976377994080220e+00	-6.397201606358414727e-01	7.296712432569232298e-01	-6.735928279149517861e-01	2.295544729867821793e-02	3.171039825458273897e-01	1.606005825940734766e-01
5.709858678726893455e-01	1.552631620893448972e+00	-3.547943323360702172e-01	9.802183371946781021e-01	3.823457184764600947e-01	-2.114792451256490402e+00	-4.901923889985368987e-01	8.379075930993476473e-02	-1.379612564994671109e+00	-6.279885654425934050e-01
1.735982671069510319e+00	-7.836259710224354746e-01	-1.333003358044901443e+00	5.496615105434757842e-01	-4.374848778803051841e-02	-1.309612614357866356e+00	-5.592618889547973371e-01	1.210966796505103860e+00	-1.738280581430067695e+00	1.630824675416564729e+00
9.985720188777015283e-01	2.750230699792298728e-01	-7.840035587108797888e-01	-4.701338116135010958e-01	1.249520817970853015e+00	9.699308506388388817e-01	-2.620284451328519504e-01	-9.760429419566064579e-01	5.106102239566414625e-01	1.537549068774887173e-01
-6.686889885547319112e-01	1.698519664375322202e+00	-1.119371013568487117e+00	7.301771328226691615e-01	6.108062367876093690e-01	-5.045704821508829596e-01	4.422237257050818937e-01	1.758744109330659111e-01	-1.532104416834671190e-01	-1.928611636900857906e+00
5.938681452152061446e-01	1.276773015531490918e+00	2.094856647057425358e-01	-4.431602771660299034e-01	-3.442644876572741874e-01	1.151562211149090853e+00	2.113363712387823085e-02	5.278448578705939864e-01	8.661195142144421100e-01	-2.477596981980865337e-02
3.485747192169845188e-01	7.115913761664448556e-01	-7.105002541765954860e-02	1.609378761398242652e+00	7.307509501184603629e-01	9.941824192397693549e-01	-9.125280487390685646e-01	-1.308111487145668050e+00	-1.616946527630146679e+00	-4.294032842475140055e-01
2.844121693838313480e-01	5.815587407766578121e-01	8.551914707638599289e-01	1.518403879874859197e-01	-1.222358644338152667e+00	5.191459889222546087e-01	-1.165870748925890377e+00	-2.769546244335166829e+00	1.099058499047700144e+00	1.021921584220509827e+00
2.783492005268723424e-01	1.249501816197650106e+00	-2.798281275758208730e-01	-2.288007150050898275e+00	4.695320282419884750e-02	7.352398825521251347e-01	-7.713502654217405663e-01	4.960159188856927970e-01	7.030166261824403184e-01	-2.505829928782777466e-02
1.629638236654705530e+00	4.485585283355970065e-01	2.353744714993491804e+00	-1.331076903528593869e+00	-1.339817485375083050e+00	-5.503838345249769670e-01	9.510674048739671538e-02	-1.119851959505231975e-01	-9.456506739061107947e-01	5.327314474385678317e-02
-1.470663678509522176e+00	-1.784112595340296092e+00	3.375284448919184110e-01	9.611220959936082053e-01	-3.353970470951672112e-01	3.218614566942443189e-01	9.688262935741887016e-01	-3.754468391852346376e-01	1.233332131899880224e+00	-8.240970785450792147e-02
6.152155448641650759e-01	1.286554165384043991e+00	-1.278823640068852852e+00	-2.126429076493070724e-02	-7.018057608476942211e-02	6.311178950377650532e-01	-5.735078609758935686e-01	-7.334090339280840976e-01	1.451305773121592591e+00	-3.131705791775624692e-01
-1.304789913673675583e+00	1.394213647495336772e-01	-3.659163090531203921e-01	-1.159224352464026220e+00	1.020064618219532315e+00	-9.560103684185397022e-01	1.321773942209847341e+00	-1.704027858991074007e+00	-2.240768914809774526e-01	-1.642997478284356772e-01
-1.357955365582783402e+00	-1.009881907407763402e+00	4.788491131553187508e-01	1.507293926936297490e+00	6.549156210625133312e-01	7.511978951356095280e-01	-1.525318370193248008e+00	6.054973762233226697e-01	-6.878012667256041546e-01	1.185269069938711839e+00
-6.883520477818290129e-01	9.556290892486891675e-01	2.549042249711997443e-01	2.155046287419287374e-02	-4.663011049677263098e-01	-4.393013779002896690e-01	-4.955622365018798603e-01	1.841950204163200766e+00	1.918471089992763723e-01	-1.996628749939407532e-01
-2.772069055022747808e-01	1.453066310457916677e+00	2.664236501409292246e-01	2.060730038837684519e-01	-8.749385481457658820e-01	-4.919968717131553149e-01	2.914516436545133149e-01	2.051687274322340215e+00	3.172135587448526861e-01	-3.625995900436962960e-01
-1.011171723778007958e-01	-5.198850210523712212e-01	-3.564336901184370077e-01	3.071207377164452135e-01	6.834851229480424228e-01	6.794779020573421535e-01	1.164720671827041532e+00	7.475705905463648770e-01	1.844556429919955443e-01	-1.565687640752667420e+00
1.929890082001942231e+00	-1.165272784956544738e+00	-9.073404884310147800e-01	1.871429870774983462e+00	1.102004594533444182e-01	-3.629204538884022724e-01	-7.314957887576865048e-01	-7.954696315926297334e-01	-7.380425052983164980e-01	1.671383742567240871e+00
-2.494679572128633560e-01	-1.119489941334011585e+00	1.715426774039795932e+00	-1.666127558112151796e-01	-1.521847206407425657e-01	-7.230448840043087744e-01	5.748081317257774936e-01	-1.067109963174593945e+00	5.840549177532229352e-01	1.715560830610618204e-01
5.044246579732506452e-01	-1.406743229196180556e+00	-2.090628784236056692e+00	3.499980733591191995e-01	2.698656202831676509e+00	1.370994855639061892e-02	-1.796798839352922394e+00	-1.317735647565491108e-01	4.828743505721712070e-01	4.685593033842692656e-01
-6.242906333093660720e-01	-1.056931973567951433e+00	-2.912257498328603145e-01	-1.168662657672759897e+00	4.448812636309383284e-01	4.688819996796504408e-01	-1.023376716995173796e-01	1.711158950095613251e+00	2.036114715966173438e+00	2.484875277178930919e-01
-5.264537440730031603e-01	-1.368463991722426831e+00	-5.661501939337174605e-01	7.601630427477406027e-01	1.513957401153458171e-01	9.551136637891320669e-02	2.567309585966527585e+00	-3.581782053565909507e-01	-1.731665256855949853e+00	-1.287032894102471792e+00
-1.039774087445428208e+00	8.989179596048241239e-01	2.935430792792674826e+00	-1.487817177375273969e+00	-2.342580073482914416e-01	-7.215763135299485542e-01	-1.082839219563375144e+00	-1.460774538618179408e+00	-3.329370308607244588e-01	-8.477030595210989228e-01
-1.992677078614915609e-01	-9.582680647491574888e-01	-6.165105253847870115e-01	3.455038884587730008e-01	2.972388124645216623e-01	-2.311068498052304687e-01	-1.231767097311279868e-01	-1.903072425510978327e+00	5.881524515600538017e-01	-1.235675522653867153e+00
-5.421665665800133871e-01	3.068795360108895753e-01	-2.397073918026936035e+00	-6.272689506849710162e-02	-2.131030411805418190e+00	-1.031430361633375759e+00	8.903629066692780869e-01	-3.355314470746660338e-01	9.381220777975014802e-02	4.107364128540640813e+00
-1.632861615003162070e+00	-1.279008207642408967e+00	1.117103883318808499e+00	1.475728409675239661e+00	-1.202447190915010955e+00	-5.989232020481076724e-01	-3.427081649637985783e-01	1.140055731972976716e+00	-2.168823708012874441e-01	1.789567683619016497e-02
